name_unoriented,linking_matrix,determinant,matrix_zero,determinant_is_zero,matrix_and_determinant_both_zero
L10n72,"{{0, 1, -1}, {1, 0, 2}, {-1, 2, 0}}",12,False,False,False
L10n73,"{{0, -1, 1}, {-1, 0, 0}, {1, 0, 0}}",36,False,False,False
L10n73,"{{0, 1, 1}, {1, 0, 0}, {1, 0, 0}}",36,False,False,False
L10n73,"{{0, -1, -1}, {-1, 0, 0}, {-1, 0, 0}}",36,False,False,False
L10n73,"{{0, 1, -1}, {1, 0, 0}, {-1, 0, 0}}",36,False,False,False
L10n74,"{{0, -1, -1}, {-1, 0, -3}, {-1, -3, 0}}",12,False,False,False
L10n74,"{{0, 1, -1}, {1, 0, 3}, {-1, 3, 0}}",12,False,False,False
L10n74,"{{0, -1, 1}, {-1, 0, 3}, {1, 3, 0}}",12,False,False,False
L10n74,"{{0, 1, 1}, {1, 0, -3}, {1, -3, 0}}",12,False,False,False
L10n75,"{{0, -1, 1}, {-1, 0, -3}, {1, -3, 0}}",28,False,False,False
L10n75,"{{0, 1, 1}, {1, 0, 3}, {1, 3, 0}}",28,False,False,False
L10n75,"{{0, -1, -1}, {-1, 0, 3}, {-1, 3, 0}}",28,False,False,False
L10n75,"{{0, 1, -1}, {1, 0, -3}, {-1, -3, 0}}",28,False,False,False
L10n76,"{{0, 0, 0}, {0, 0, -3}, {0, -3, 0}}",32,False,False,False
L10n76,"{{0, 0, 0}, {0, 0, 3}, {0, 3, 0}}",32,False,False,False
L10n77,"{{0, -1, -1}, {-1, 0, -3}, {-1, -3, 0}}",4,False,False,False
L10n77,"{{0, 1, -1}, {1, 0, 3}, {-1, 3, 0}}",4,False,False,False
L10n77,"{{0, -1, 1}, {-1, 0, 3}, {1, 3, 0}}",4,False,False,False
L10n77,"{{0, 1, 1}, {1, 0, -3}, {1, -3, 0}}",4,False,False,False
L10n78,"{{0, -1, 1}, {-1, 0, -3}, {1, -3, 0}}",20,False,False,False
L10n78,"{{0, 1, 1}, {1, 0, 3}, {1, 3, 0}}",20,False,False,False
L10n78,"{{0, -1, -1}, {-1, 0, 3}, {-1, 3, 0}}",20,False,False,False
L10n78,"{{0, 1, -1}, {1, 0, -3}, {-1, -3, 0}}",20,False,False,False
L10n79,"{{0, 0, 0}, {0, 0, -3}, {0, -3, 0}}",32,False,False,False
L10n79,"{{0, 0, 0}, {0, 0, 3}, {0, 3, 0}}",32,False,False,False
L10n80,"{{0, -2, 0}, {-2, 0, -2}, {0, -2, 0}}",32,False,False,False
L10n80,"{{0, 2, 0}, {2, 0, 2}, {0, 2, 0}}",32,False,False,False
L10n80,"{{0, -2, 0}, {-2, 0, 2}, {0, 2, 0}}",32,False,False,False
L10n80,"{{0, 2, 0}, {2, 0, -2}, {0, -2, 0}}",32,False,False,False
L10n81,"{{0, -1, 1}, {-1, 0, -3}, {1, -3, 0}}",36,False,False,False
L10n81,"{{0, 1, 1}, {1, 0, 3}, {1, 3, 0}}",36,False,False,False
L10n81,"{{0, -1, -1}, {-1, 0, 3}, {-1, 3, 0}}",36,False,False,False
L10n81,"{{0, 1, -1}, {1, 0, -3}, {-1, -3, 0}}",36,False,False,False
L10n82,"{{0, -1, 1}, {-1, 0, -3}, {1, -3, 0}}",12,False,False,False
L10n82,"{{0, 1, 1}, {1, 0, 3}, {1, 3, 0}}",12,False,False,False
L10n82,"{{0, -1, -1}, {-1, 0, 3}, {-1, 3, 0}}",12,False,False,False
L10n82,"{{0, 1, -1}, {1, 0, -3}, {-1, -3, 0}}",12,False,False,False
L10n83,"{{0, 0, 0}, {0, 0, -2}, {0, -2, 0}}",32,False,False,False
L10n83,"{{0, 0, 0}, {0, 0, 2}, {0, 2, 0}}",32,False,False,False
L10n84,"{{0, -2, 0}, {-2, 0, -3}, {0, -3, 0}}",8,False,False,False
L10n84,"{{0, 2, 0}, {2, 0, 3}, {0, 3, 0}}",8,False,False,False
L10n84,"{{0, -2, 0}, {-2, 0, 3}, {0, 3, 0}}",8,False,False,False
L10n84,"{{0, 2, 0}, {2, 0, -3}, {0, -3, 0}}",8,False,False,False
L10n85,"{{0, -2, 0}, {-2, 0, 1}, {0, 1, 0}}",40,False,False,False
L10n85,"{{0, 2, 0}, {2, 0, -1}, {0, -1, 0}}",40,False,False,False
L10n85,"{{0, -2, 0}, {-2, 0, -1}, {0, -1, 0}}",40,False,False,False
L10n85,"{{0, 2, 0}, {2, 0, 1}, {0, 1, 0}}",40,False,False,False
L10n86,"{{0, -2, 0}, {-2, 0, -1}, {0, -1, 0}}",24,False,False,False
L10n86,"{{0, 2, 0}, {2, 0, 1}, {0, 1, 0}}",24,False,False,False
L10n86,"{{0, -2, 0}, {-2, 0, 1}, {0, 1, 0}}",24,False,False,False
L10n86,"{{0, 2, 0}, {2, 0, -1}, {0, -1, 0}}",24,False,False,False
L10n87,"{{0, -2, 0}, {-2, 0, 3}, {0, 3, 0}}",8,False,False,False
L10n87,"{{0, 2, 0}, {2, 0, -3}, {0, -3, 0}}",8,False,False,False
L10n87,"{{0, -2, 0}, {-2, 0, -3}, {0, -3, 0}}",8,False,False,False
L10n87,"{{0, 2, 0}, {2, 0, 3}, {0, 3, 0}}",8,False,False,False
L10n88,"{{0, -2, 0}, {-2, 0, 2}, {0, 2, 0}}",16,False,False,False
L10n88,"{{0, 2, 0}, {2, 0, -2}, {0, -2, 0}}",16,False,False,False
L10n88,"{{0, -2, 0}, {-2, 0, -2}, {0, -2, 0}}",16,False,False,False
L10n88,"{{0, 2, 0}, {2, 0, 2}, {0, 2, 0}}",16,False,False,False
L10n89,"{{0, -2, 0}, {-2, 0, -2}, {0, -2, 0}}",48,False,False,False
L10n89,"{{0, 2, 0}, {2, 0, 2}, {0, 2, 0}}",48,False,False,False
L10n89,"{{0, -2, 0}, {-2, 0, 2}, {0, 2, 0}}",48,False,False,False
L10n89,"{{0, 2, 0}, {2, 0, -2}, {0, -2, 0}}",48,False,False,False
L10n90,"{{0, 0, 0}, {0, 0, -2}, {0, -2, 0}}",48,False,False,False
L10n90,"{{0, 0, 0}, {0, 0, 2}, {0, 2, 0}}",48,False,False,False
L10n91,"{{0, -2, 0}, {-2, 0, -2}, {0, -2, 0}}",0,False,True,False
L10n91,"{{0, 2, 0}, {2, 0, 2}, {0, 2, 0}}",0,False,True,False
L10n91,"{{0, -2, 0}, {-2, 0, 2}, {0, 2, 0}}",0,False,True,False
L10n91,"{{0, 2, 0}, {2, 0, -2}, {0, -2, 0}}",0,False,True,False
L10n92,"{{0, -1, -2}, {-1, 0, 2}, {-2, 2, 0}}",16,False,False,False
L10n92,"{{0, 1, -2}, {1, 0, -2}, {-2, -2, 0}}",16,False,False,False
L10n92,"{{0, -1, 2}, {-1, 0, -2}, {2, -2, 0}}",16,False,False,False
L10n92,"{{0, 1, 2}, {1, 0, 2}, {2, 2, 0}}",16,False,False,False
L10n93,"{{0, -1, -2}, {-1, 0, -2}, {-2, -2, 0}}",0,False,True,False
L10n93,"{{0, 1, -2}, {1, 0, 2}, {-2, 2, 0}}",0,False,True,False
L10n93,"{{0, -1, 2}, {-1, 0, 2}, {2, 2, 0}}",0,False,True,False
L10n93,"{{0, 1, 2}, {1, 0, -2}, {2, -2, 0}}",0,False,True,False
L10n94,"{{0, -1, 2}, {-1, 0, 2}, {2, 2, 0}}",0,False,True,False
L10n94,"{{0, 1, 2}, {1, 0, -2}, {2, -2, 0}}",0,False,True,False
L10n94,"{{0, -1, -2}, {-1, 0, -2}, {-2, -2, 0}}",0,False,True,False
L10n94,"{{0, 1, -2}, {1, 0, 2}, {-2, 2, 0}}",0,False,True,False
L10n95,"{{0, -1, -2}, {-1, 0, 2}, {-2, 2, 0}}",32,False,False,False
L10n95,"{{0, 1, -2}, {1, 0, -2}, {-2, -2, 0}}",32,False,False,False
L10n95,"{{0, -1, 2}, {-1, 0, -2}, {2, -2, 0}}",32,False,False,False
L10n95,"{{0, 1, 2}, {1, 0, 2}, {2, 2, 0}}",32,False,False,False
L10n96,"{{0, -1, 1, 0}, {-1, 0, 0, 1}, {1, 0, 0, 2}, {0, 1, 2, 0}}",40,False,False,False
L10n96,"{{0, 1, 1, 0}, {1, 0, 0, -1}, {1, 0, 0, 2}, {0, -1, 2, 0}}",40,False,False,False
L10n96,"{{0, -1, -1, 0}, {-1, 0, 0, 1}, {-1, 0, 0, -2}, {0, 1, -2, 0}}",40,False,False,False
L10n96,"{{0, 1, -1, 0}, {1, 0, 0, -1}, {-1, 0, 0, -2}, {0, -1, -2, 0}}",40,False,False,False
L10n96,"{{0, -1, 1, 0}, {-1, 0, 0, -1}, {1, 0, 0, -2}, {0, -1, -2, 0}}",40,False,False,False
L10n96,"{{0, 1, 1, 0}, {1, 0, 0, 1}, {1, 0, 0, -2}, {0, 1, -2, 0}}",40,False,False,False
L10n96,"{{0, -1, -1, 0}, {-1, 0, 0, -1}, {-1, 0, 0, 2}, {0, -1, 2, 0}}",40,False,False,False
L10n96,"{{0, 1, -1, 0}, {1, 0, 0, 1}, {-1, 0, 0, 2}, {0, 1, 2, 0}}",40,False,False,False
L10n97,"{{0, -1, 1, 0}, {-1, 0, 0, 1}, {1, 0, 0, -2}, {0, 1, -2, 0}}",8,False,False,False
L10n97,"{{0, 1, 1, 0}, {1, 0, 0, -1}, {1, 0, 0, -2}, {0, -1, -2, 0}}",8,False,False,False
L10n97,"{{0, -1, -1, 0}, {-1, 0, 0, 1}, {-1, 0, 0, 2}, {0, 1, 2, 0}}",8,False,False,False
L10n97,"{{0, 1, -1, 0}, {1, 0, 0, -1}, {-1, 0, 0, 2}, {0, -1, 2, 0}}",8,False,False,False
L10n97,"{{0, -1, 1, 0}, {-1, 0, 0, -1}, {1, 0, 0, 2}, {0, -1, 2, 0}}",8,False,False,False
L10n97,"{{0, 1, 1, 0}, {1, 0, 0, 1}, {1, 0, 0, 2}, {0, 1, 2, 0}}",8,False,False,False
L10n97,"{{0, -1, -1, 0}, {-1, 0, 0, -1}, {-1, 0, 0, -2}, {0, -1, -2, 0}}",8,False,False,False
L10n97,"{{0, 1, -1, 0}, {1, 0, 0, 1}, {-1, 0, 0, -2}, {0, 1, -2, 0}}",8,False,False,False
L10n98,"{{0, -1, -1, 0}, {-1, 0, 0, -1}, {-1, 0, 0, 2}, {0, -1, 2, 0}}",24,False,False,False
L10n98,"{{0, 1, -1, 0}, {1, 0, 0, 1}, {-1, 0, 0, 2}, {0, 1, 2, 0}}",24,False,False,False
L10n98,"{{0, -1, 1, 0}, {-1, 0, 0, -1}, {1, 0, 0, -2}, {0, -1, -2, 0}}",24,False,False,False
L10n98,"{{0, 1, 1, 0}, {1, 0, 0, 1}, {1, 0, 0, -2}, {0, 1, -2, 0}}",24,False,False,False
L10n98,"{{0, -1, -1, 0}, {-1, 0, 0, 1}, {-1, 0, 0, -2}, {0, 1, -2, 0}}",24,False,False,False
L10n98,"{{0, 1, -1, 0}, {1, 0, 0, -1}, {-1, 0, 0, -2}, {0, -1, -2, 0}}",24,False,False,False
L10n98,"{{0, -1, 1, 0}, {-1, 0, 0, 1}, {1, 0, 0, 2}, {0, 1, 2, 0}}",24,False,False,False
L10n98,"{{0, 1, 1, 0}, {1, 0, 0, -1}, {1, 0, 0, 2}, {0, -1, 2, 0}}",24,False,False,False
L10n99,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, -2}, {0, 0, -2, 0}}",48,False,False,False
L10n99,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, -2}, {0, 0, -2, 0}}",48,False,False,False
L10n99,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, 2}, {0, 0, 2, 0}}",48,False,False,False
L10n99,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, 2}, {0, 0, 2, 0}}",48,False,False,False
L10n99,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, 2}, {0, 0, 2, 0}}",48,False,False,False
L10n99,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, 2}, {0, 0, 2, 0}}",48,False,False,False
L10n99,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, -2}, {0, 0, -2, 0}}",48,False,False,False
L10n99,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, -2}, {0, 0, -2, 0}}",48,False,False,False
L10n100,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n100,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n100,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n100,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n101,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n101,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n101,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n101,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n101,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n101,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n101,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n101,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n102,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n102,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n102,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n102,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n102,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n102,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, 2}, {0, 0, 2, 0}}",16,False,False,False
L10n102,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n102,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, -2}, {0, 0, -2, 0}}",16,False,False,False
L10n103,"{{0, -1, -1, 0}, {-1, 0, -1, 0}, {-1, -1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n103,"{{0, 1, -1, 0}, {1, 0, 1, 0}, {-1, 1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n103,"{{0, -1, 1, 0}, {-1, 0, 1, 0}, {1, 1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n103,"{{0, 1, 1, 0}, {1, 0, -1, 0}, {1, -1, 0, 0}, {0, 0, 0, 0}}",32,False,False,False
L10n104,"{{0, -1, 0, -1}, {-1, 0, -1, 1}, {0, -1, 0, -1}, {-1, 1, -1, 0}}",0,False,True,False
L10n104,"{{0, 1, 0, -1}, {1, 0, 1, -1}, {0, 1, 0, -1}, {-1, -1, -1, 0}}",0,False,True,False
L10n104,"{{0, -1, 0, -1}, {-1, 0, 1, 1}, {0, 1, 0, 1}, {-1, 1, 1, 0}}",0,False,True,False
L10n104,"{{0, 1, 0, -1}, {1, 0, -1, -1}, {0, -1, 0, 1}, {-1, -1, 1, 0}}",0,False,True,False
L10n104,"{{0, -1, 0, 1}, {-1, 0, -1, -1}, {0, -1, 0, 1}, {1, -1, 1, 0}}",0,False,True,False
L10n104,"{{0, 1, 0, 1}, {1, 0, 1, 1}, {0, 1, 0, 1}, {1, 1, 1, 0}}",0,False,True,False
L10n104,"{{0, -1, 0, 1}, {-1, 0, 1, -1}, {0, 1, 0, -1}, {1, -1, -1, 0}}",0,False,True,False
L10n104,"{{0, 1, 0, 1}, {1, 0, -1, 1}, {0, -1, 0, -1}, {1, 1, -1, 0}}",0,False,True,False
L10n105,"{{0, -1, 0, 1}, {-1, 0, -1, 1}, {0, -1, 0, -1}, {1, 1, -1, 0}}",16,False,False,False
L10n105,"{{0, 1, 0, 1}, {1, 0, 1, -1}, {0, 1, 0, -1}, {1, -1, -1, 0}}",16,False,False,False
L10n105,"{{0, -1, 0, 1}, {-1, 0, 1, 1}, {0, 1, 0, 1}, {1, 1, 1, 0}}",16,False,False,False
L10n105,"{{0, 1, 0, 1}, {1, 0, -1, -1}, {0, -1, 0, 1}, {1, -1, 1, 0}}",16,False,False,False
L10n105,"{{0, -1, 0, -1}, {-1, 0, -1, -1}, {0, -1, 0, 1}, {-1, -1, 1, 0}}",16,False,False,False
L10n105,"{{0, 1, 0, -1}, {1, 0, 1, 1}, {0, 1, 0, 1}, {-1, 1, 1, 0}}",16,False,False,False
L10n105,"{{0, -1, 0, -1}, {-1, 0, 1, -1}, {0, 1, 0, -1}, {-1, -1, -1, 0}}",16,False,False,False
L10n105,"{{0, 1, 0, -1}, {1, 0, -1, 1}, {0, -1, 0, -1}, {-1, 1, -1, 0}}",16,False,False,False
L10n106,"{{0, -1, 0, -1}, {-1, 0, 0, 0}, {0, 0, 0, 0}, {-1, 0, 0, 0}}",32,False,False,False
L10n106,"{{0, 1, 0, -1}, {1, 0, 0, 0}, {0, 0, 0, 0}, {-1, 0, 0, 0}}",32,False,False,False
L10n106,"{{0, -1, 0, 1}, {-1, 0, 0, 0}, {0, 0, 0, 0}, {1, 0, 0, 0}}",32,False,False,False
L10n106,"{{0, 1, 0, 1}, {1, 0, 0, 0}, {0, 0, 0, 0}, {1, 0, 0, 0}}",32,False,False,False
L10n107,"{{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}}",0,True,True,True
L10n108,"{{0, -1, 0, -1}, {-1, 0, -1, -1}, {0, -1, 0, 1}, {-1, -1, 1, 0}}",16,False,False,False
L10n108,"{{0, 1, 0, -1}, {1, 0, 1, 1}, {0, 1, 0, 1}, {-1, 1, 1, 0}}",16,False,False,False
L10n108,"{{0, -1, 0, -1}, {-1, 0, 1, -1}, {0, 1, 0, -1}, {-1, -1, -1, 0}}",16,False,False,False
L10n108,"{{0, 1, 0, -1}, {1, 0, -1, 1}, {0, -1, 0, -1}, {-1, 1, -1, 0}}",16,False,False,False
L10n108,"{{0, -1, 0, 1}, {-1, 0, -1, 1}, {0, -1, 0, -1}, {1, 1, -1, 0}}",16,False,False,False
L10n108,"{{0, 1, 0, 1}, {1, 0, 1, -1}, {0, 1, 0, -1}, {1, -1, -1, 0}}",16,False,False,False
L10n108,"{{0, -1, 0, 1}, {-1, 0, 1, 1}, {0, 1, 0, 1}, {1, 1, 1, 0}}",16,False,False,False
L10n108,"{{0, 1, 0, 1}, {1, 0, -1, -1}, {0, -1, 0, 1}, {1, -1, 1, 0}}",16,False,False,False
L10n109,"{{0, -1, 0, 1}, {-1, 0, -1, -1}, {0, -1, 0, 1}, {1, -1, 1, 0}}",32,False,False,False
L10n109,"{{0, 1, 0, 1}, {1, 0, 1, 1}, {0, 1, 0, 1}, {1, 1, 1, 0}}",32,False,False,False
L10n109,"{{0, -1, 0, 1}, {-1, 0, 1, -1}, {0, 1, 0, -1}, {1, -1, -1, 0}}",32,False,False,False
L10n109,"{{0, 1, 0, 1}, {1, 0, -1, 1}, {0, -1, 0, -1}, {1, 1, -1, 0}}",32,False,False,False
L10n109,"{{0, -1, 0, -1}, {-1, 0, -1, 1}, {0, -1, 0, -1}, {-1, 1, -1, 0}}",32,False,False,False
L10n109,"{{0, 1, 0, -1}, {1, 0, 1, -1}, {0, 1, 0, -1}, {-1, -1, -1, 0}}",32,False,False,False
L10n109,"{{0, -1, 0, -1}, {-1, 0, 1, 1}, {0, 1, 0, 1}, {-1, 1, 1, 0}}",32,False,False,False
L10n109,"{{0, 1, 0, -1}, {1, 0, -1, -1}, {0, -1, 0, 1}, {-1, -1, 1, 0}}",32,False,False,False
L10n110,"{{0, -1, 1, 0}, {-1, 0, -1, 1}, {1, -1, 0, 1}, {0, 1, 1, 0}}",48,False,False,False
L10n110,"{{0, 1, 1, 0}, {1, 0, 1, -1}, {1, 1, 0, 1}, {0, -1, 1, 0}}",48,False,False,False
L10n110,"{{0, -1, -1, 0}, {-1, 0, 1, 1}, {-1, 1, 0, -1}, {0, 1, -1, 0}}",48,False,False,False
L10n110,"{{0, 1, -1, 0}, {1, 0, -1, -1}, {-1, -1, 0, -1}, {0, -1, -1, 0}}",48,False,False,False
L10n110,"{{0, -1, 1, 0}, {-1, 0, -1, -1}, {1, -1, 0, -1}, {0, -1, -1, 0}}",48,False,False,False
L10n110,"{{0, 1, 1, 0}, {1, 0, 1, 1}, {1, 1, 0, -1}, {0, 1, -1, 0}}",48,False,False,False
L10n110,"{{0, -1, -1, 0}, {-1, 0, 1, -1}, {-1, 1, 0, 1}, {0, -1, 1, 0}}",48,False,False,False
L10n110,"{{0, 1, -1, 0}, {1, 0, -1, 1}, {-1, -1, 0, 1}, {0, 1, 1, 0}}",48,False,False,False
L10n111,"{{0, -1, -1, 0}, {-1, 0, -1, 1}, {-1, -1, 0, 1}, {0, 1, 1, 0}}",0,False,True,False
L10n111,"{{0, 1, -1, 0}, {1, 0, 1, -1}, {-1, 1, 0, 1}, {0, -1, 1, 0}}",0,False,True,False
L10n111,"{{0, -1, 1, 0}, {-1, 0, 1, 1}, {1, 1, 0, -1}, {0, 1, -1, 0}}",0,False,True,False
L10n111,"{{0, 1, 1, 0}, {1, 0, -1, -1}, {1, -1, 0, -1}, {0, -1, -1, 0}}",0,False,True,False
L10n111,"{{0, -1, -1, 0}, {-1, 0, -1, -1}, {-1, -1, 0, -1}, {0, -1, -1, 0}}",0,False,True,False
L10n111,"{{0, 1, -1, 0}, {1, 0, 1, 1}, {-1, 1, 0, -1}, {0, 1, -1, 0}}",0,False,True,False
L10n111,"{{0, -1, 1, 0}, {-1, 0, 1, -1}, {1, 1, 0, 1}, {0, -1, 1, 0}}",0,False,True,False
L10n111,"{{0, 1, 1, 0}, {1, 0, -1, 1}, {1, -1, 0, 1}, {0, 1, 1, 0}}",0,False,True,False
L10n112,"{{0, -1, 1, 0, 0}, {-1, 0, 0, 1, 0}, {1, 0, 0, 0, 1}, {0, 1, 0, 0, 1}, {0, 0, 1, 1, 0}}",48,False,False,False
L10n112,"{{0, 1, 1, 0, 0}, {1, 0, 0, -1, 0}, {1, 0, 0, 0, 1}, {0, -1, 0, 0, 1}, {0, 0, 1, 1, 0}}",48,False,False,False
L10n112,"{{0, -1, -1, 0, 0}, {-1, 0, 0, 1, 0}, {-1, 0, 0, 0, -1}, {0, 1, 0, 0, 1}, {0, 0, -1, 1, 0}}",48,False,False,False
L10n112,"{{0, 1, -1, 0, 0}, {1, 0, 0, -1, 0}, {-1, 0, 0, 0, -1}, {0, -1, 0, 0, 1}, {0, 0, -1, 1, 0}}",48,False,False,False
L10n112,"{{0, -1, 1, 0, 0}, {-1, 0, 0, -1, 0}, {1, 0, 0, 0, 1}, {0, -1, 0, 0, -1}, {0, 0, 1, -1, 0}}",48,False,False,False
L10n112,"{{0, 1, 1, 0, 0}, {1, 0, 0, 1, 0}, {1, 0, 0, 0, 1}, {0, 1, 0, 0, -1}, {0, 0, 1, -1, 0}}",48,False,False,False
L10n112,"{{0, -1, -1, 0, 0}, {-1, 0, 0, -1, 0}, {-1, 0, 0, 0, -1}, {0, -1, 0, 0, -1}, {0, 0, -1, -1, 0}}",48,False,False,False
L10n112,"{{0, 1, -1, 0, 0}, {1, 0, 0, 1, 0}, {-1, 0, 0, 0, -1}, {0, 1, 0, 0, -1}, {0, 0, -1, -1, 0}}",48,False,False,False
L10n112,"{{0, -1, 1, 0, 0}, {-1, 0, 0, 1, 0}, {1, 0, 0, 0, -1}, {0, 1, 0, 0, -1}, {0, 0, -1, -1, 0}}",48,False,False,False
L10n112,"{{0, 1, 1, 0, 0}, {1, 0, 0, -1, 0}, {1, 0, 0, 0, -1}, {0, -1, 0, 0, -1}, {0, 0, -1, -1, 0}}",48,False,False,False
L10n112,"{{0, -1, -1, 0, 0}, {-1, 0, 0, 1, 0}, {-1, 0, 0, 0, 1}, {0, 1, 0, 0, -1}, {0, 0, 1, -1, 0}}",48,False,False,False
L10n112,"{{0, 1, -1, 0, 0}, {1, 0, 0, -1, 0}, {-1, 0, 0, 0, 1}, {0, -1, 0, 0, -1}, {0, 0, 1, -1, 0}}",48,False,False,False
L10n112,"{{0, -1, 1, 0, 0}, {-1, 0, 0, -1, 0}, {1, 0, 0, 0, -1}, {0, -1, 0, 0, 1}, {0, 0, -1, 1, 0}}",48,False,False,False
L10n112,"{{0, 1, 1, 0, 0}, {1, 0, 0, 1, 0}, {1, 0, 0, 0, -1}, {0, 1, 0, 0, 1}, {0, 0, -1, 1, 0}}",48,False,False,False
L10n112,"{{0, -1, -1, 0, 0}, {-1, 0, 0, -1, 0}, {-1, 0, 0, 0, 1}, {0, -1, 0, 0, 1}, {0, 0, 1, 1, 0}}",48,False,False,False
L10n112,"{{0, 1, -1, 0, 0}, {1, 0, 0, 1, 0}, {-1, 0, 0, 0, 1}, {0, 1, 0, 0, 1}, {0, 0, 1, 1, 0}}",48,False,False,False
L10n113,"{{0, -1, 1, 0, 0}, {-1, 0, 0, 1, 0}, {1, 0, 0, 0, 1}, {0, 1, 0, 0, -1}, {0, 0, 1, -1, 0}}",16,False,False,False
L10n113,"{{0, 1, 1, 0, 0}, {1, 0, 0, -1, 0}, {1, 0, 0, 0, 1}, {0, -1, 0, 0, -1}, {0, 0, 1, -1, 0}}",16,False,False,False
L10n113,"{{0, -1, -1, 0, 0}, {-1, 0, 0, 1, 0}, {-1, 0, 0, 0, -1}, {0, 1, 0, 0, -1}, {0, 0, -1, -1, 0}}",16,False,False,False
L10n113,"{{0, 1, -1, 0, 0}, {1, 0, 0, -1, 0}, {-1, 0, 0, 0, -1}, {0, -1, 0, 0, -1}, {0, 0, -1, -1, 0}}",16,False,False,False
L10n113,"{{0, -1, 1, 0, 0}, {-1, 0, 0, -1, 0}, {1, 0, 0, 0, 1}, {0, -1, 0, 0, 1}, {0, 0, 1, 1, 0}}",16,False,False,False
L10n113,"{{0, 1, 1, 0, 0}, {1, 0, 0, 1, 0}, {1, 0, 0, 0, 1}, {0, 1, 0, 0, 1}, {0, 0, 1, 1, 0}}",16,False,False,False
L10n113,"{{0, -1, -1, 0, 0}, {-1, 0, 0, -1, 0}, {-1, 0, 0, 0, -1}, {0, -1, 0, 0, 1}, {0, 0, -1, 1, 0}}",16,False,False,False
L10n113,"{{0, 1, -1, 0, 0}, {1, 0, 0, 1, 0}, {-1, 0, 0, 0, -1}, {0, 1, 0, 0, 1}, {0, 0, -1, 1, 0}}",16,False,False,False
L10n113,"{{0, -1, 1, 0, 0}, {-1, 0, 0, 1, 0}, {1, 0, 0, 0, -1}, {0, 1, 0, 0, 1}, {0, 0, -1, 1, 0}}",16,False,False,False
